WW_Type,Volume,COD_in,BOD_in,pH_in,Voltage,Power_Density,Coulombic_Efficiency,COD_out,BOD_out,pH_out,Reference,Category
1,5925,5418,2918,8.64822622862124,0.745,793.56,14.7,1789,876,7.1,inarah.co.id/IRJET (Shrimp MFC),Synthetic
1,4231,5249,2676,6.791026375786467,0.399,476.34,20.5,1988,933,7.3,inarah.co.id/IRJET (Shrimp MFC),Synthetic
1,6218,2858,1857,6.408756042169146,0.795,238.08,13.21,790,458,7.2,inarah.co.id/IRJET (Shrimp MFC),Synthetic
2,3971,2081,1323,6.693266766403705,1.229,848.4,31.73,316,161,7.1,Estimated Synergy (Co-digestion),Synthetic
0,5858,6384,4001,7.092458457313817,1.575,1407.79,26.9,922,457,7.1,wasabisys/ResearchGate (Slaughterhouse MFC),Synthetic
2,5748,7796,4512,7.833952161159244,0.61,3046.52,19.87,1034,463,7.0,Estimated Synergy (Co-digestion),Synthetic
2,7635,3172,1595,7.2793314171429095,1.434,1200.81,32.7,434,170,7.3,Estimated Synergy (Co-digestion),Synthetic
0,6112,7869,4719,6.135178745759177,0.589,1870.54,30.8,1319,649,7.1,wasabisys/ResearchGate (Slaughterhouse MFC),Synthetic
2,1204,6800,3559,8.8449281412911,0.727,2187.69,23.76,1625,743,7.0,Estimated Synergy (Co-digestion),Synthetic
2,7617,3806,2132,8.246752921435558,1.488,776.5,34.05,761,362,7.4,Estimated Synergy (Co-digestion),Synthetic
2,9724,4517,2335,6.659973380690792,0.571,2061.51,25.07,472,174,7.1,Estimated Synergy (Co-digestion),Synthetic
0,779,6298,3995,6.588541820813936,1.271,493.45,14.58,766,366,7.3,wasabisys/ResearchGate (Slaughterhouse MFC),Synthetic
0,7337,5594,3851,8.95895052681604,0.396,533.63,16.95,1624,1002,7.2,wasabisys/ResearchGate (Slaughterhouse MFC),Synthetic
0,6126,4553,2601,6.768452655521246,0.735,1193.63,26.91,891,431,7.3,wasabisys/ResearchGate (Slaughterhouse MFC),Synthetic
1,6213,4563,2331,8.863912540080168,0.394,547.65,14.59,2267,1088,7.4,inarah.co.id/IRJET (Shrimp MFC),Synthetic
0,9865,3140,2178,6.598945925868069,0.46,958.03,24.68,326,160,7.0,wasabisys/ResearchGate (Slaughterhouse MFC),Synthetic
2,1521,7765,4893,7.4257395797616015,1.746,1908.43,36.32,1042,510,7.1,Estimated Synergy (Co-digestion),Synthetic
2,6378,5889,3739,8.93731018275682,1.25,1548.25,29.08,1902,1096,7.2,Estimated Synergy (Co-digestion),Synthetic
0,5934,4820,3093,6.403293248507202,1.425,846.56,31.46,979,535,7.0,wasabisys/ResearchGate (Slaughterhouse MFC),Synthetic
0,7981,6571,4358,6.588861600429229,0.652,1360.24,30.28,1054,568,7.3,wasabisys/ResearchGate (Slaughterhouse MFC),Synthetic
2,3306,7963,5166,8.218759469034747,0.826,2791.98,24.52,1120,571,7.0,Estimated Synergy (Co-digestion),Synthetic
1,4166,2947,1712,6.63173757151483,0.663,358.15,17.54,1216,655,7.3,inarah.co.id/IRJET (Shrimp MFC),Synthetic
1,8480,6076,3149,8.50336264467509,0.533,797.84,10.75,2799,1356,7.1,inarah.co.id/IRJET (Shrimp MFC),Synthetic
2,5290,7432,4905,8.003919182466554,1.217,2874.22,26.89,1468,822,7.1,Estimated Synergy (Co-digestion),Synthetic
2,2507,6452,3424,6.54005413515242,1.107,2224.03,23.74,1209,539,7.2,Estimated Synergy (Co-digestion),Synthetic
1,6765,6294,3249,7.929038940554299,0.634,1061.54,19.1,2705,1298,7.2,inarah.co.id/IRJET (Shrimp MFC),Synthetic
0,6613,6642,4547,8.41503389724517,0.594,623.08,12.87,1976,1216,7.2,wasabisys/ResearchGate (Slaughterhouse MFC),Synthetic
0,1381,4900,3029,8.574928321521144,0.862,163.23,15.95,1522,850,7.4,wasabisys/ResearchGate (Slaughterhouse MFC),Synthetic
2,4884,7761,4936,6.174401373080486,1.657,1445.75,34.87,1847,1026,7.3,Estimated Synergy (Co-digestion),Synthetic
0,8383,5992,4044,8.576253777572676,0.775,1137.34,20.99,1404,826,7.1,wasabisys/ResearchGate (Slaughterhouse MFC),Synthetic
2,7543,3473,1982,8.674365193669116,0.679,600.8,25.73,804,399,7.1,Estimated Synergy (Co-digestion),Synthetic
2,7092,2533,1474,6.47627374533625,1.721,341.8,34.45,289,124,7.1,Estimated Synergy (Co-digestion),Synthetic
1,5639,3672,2248,6.900676362742975,0.585,475.53,21.82,1522,864,7.2,inarah.co.id/IRJET (Shrimp MFC),Synthetic
0,4822,4055,2716,7.440800776996882,1.529,485.62,31.69,507,258,7.1,wasabisys/ResearchGate (Slaughterhouse MFC),Synthetic
1,4190,6306,4310,7.639567373497252,0.681,528.53,17.85,2370,1490,7.3,inarah.co.id/IRJET (Shrimp MFC),Synthetic
1,486,3169,1810,7.5380642169864345,0.788,397.31,13.74,586,280,7.4,inarah.co.id/IRJET (Shrimp MFC),Synthetic
0,5731,4060,2803,8.108348631497925,0.395,893.61,21.27,972,587,7.2,wasabisys/ResearchGate (Slaughterhouse MFC),Synthetic
0,6834,3080,1597,8.120458335030431,0.933,264.2,13.17,761,347,7.0,wasabisys/ResearchGate (Slaughterhouse MFC),Synthetic
0,6206,7308,4695,7.105123522754202,1.38,449.08,22.43,1010,508,7.1,wasabisys/ResearchGate (Slaughterhouse MFC),Synthetic
1,1600,3568,2401,6.396430134509582,0.643,284.91,14.08,1528,956,7.1,inarah.co.id/IRJET (Shrimp MFC),Synthetic
0,2498,4630,2397,8.583748155549195,1.234,185.96,13.49,1626,770,7.1,wasabisys/ResearchGate (Slaughterhouse MFC),Synthetic
1,3621,6314,3854,7.072129210343887,0.909,907.09,15.76,1540,824,7.0,inarah.co.id/IRJET (Shrimp MFC),Synthetic
2,2924,3693,2006,6.183515265497832,0.714,853.29,26.3,780,363,7.2,Estimated Synergy (Co-digestion),Synthetic
0,3430,5041,2626,8.306851401478188,1.141,818.85,24.84,1309,603,7.1,wasabisys/ResearchGate (Slaughterhouse MFC),Synthetic
2,4155,2007,1007,6.179132714629172,1.736,267.83,18.25,432,186,7.4,Estimated Synergy (Co-digestion),Synthetic
2,678,6482,3272,8.693290732557564,1.079,1258.42,30.27,1297,556,7.2,Estimated Synergy (Co-digestion),Synthetic
0,4859,6920,4191,8.261410451305634,0.855,1224.99,16.09,1867,1005,7.3,wasabisys/ResearchGate (Slaughterhouse MFC),Synthetic
0,9764,3099,1827,8.553846636649594,1.197,347.63,17.31,796,414,7.2,wasabisys/ResearchGate (Slaughterhouse MFC),Synthetic
0,4453,5550,3508,7.09362591026666,1.483,407.25,17.13,960,501,7.0,wasabisys/ResearchGate (Slaughterhouse MFC),Synthetic
2,8837,7224,4112,8.587213056879268,1.485,1007.12,26.61,1840,924,7.2,Estimated Synergy (Co-digestion),Synthetic
2,8744,3418,2226,6.1428456827116555,1.686,562.36,27.41,521,273,7.0,Estimated Synergy (Co-digestion),Synthetic
1,8459,5685,3449,6.1850408887592865,0.435,642.19,9.43,1833,1008,7.3,inarah.co.id/IRJET (Shrimp MFC),Synthetic
2,3181,3257,2014,7.116944423322796,0.982,684.72,23.25,370,168,7.1,Estimated Synergy (Co-digestion),Synthetic
0,8266,7977,5059,8.970575367755014,0.397,1360.79,15.58,2474,1417,7.2,wasabisys/ResearchGate (Slaughterhouse MFC),Synthetic
2,6547,2131,1330,6.384689841911323,0.872,906.37,23.84,373,193,7.4,Estimated Synergy (Co-digestion),Synthetic
0,4481,3109,2168,6.024254029590033,0.889,280.46,15.28,477,267,7.4,wasabisys/ResearchGate (Slaughterhouse MFC),Synthetic
1,6917,2703,1803,6.7462297988735465,0.589,358.07,14.89,963,588,7.0,inarah.co.id/IRJET (Shrimp MFC),Synthetic
1,5597,6697,4009,8.089641192857112,0.516,615.46,20.96,2958,1650,7.3,inarah.co.id/IRJET (Shrimp MFC),Synthetic
1,8468,6544,3416,7.883198206686798,0.484,860.41,17.08,1440,649,7.2,inarah.co.id/IRJET (Shrimp MFC),Synthetic
2,3433,3597,2427,6.5130325632546855,1.093,612.05,32.42,583,321,7.1,Estimated Synergy (Co-digestion),Synthetic
1,2193,7573,4688,8.912925989580181,0.799,668.07,8.25,2427,1362,7.2,inarah.co.id/IRJET (Shrimp MFC),Synthetic
0,3075,2506,1701,6.823910639450949,0.765,255.98,26.65,351,187,7.3,wasabisys/ResearchGate (Slaughterhouse MFC),Synthetic
2,5374,3100,1676,8.798045707081506,0.776,475.85,17.44,795,379,7.0,Estimated Synergy (Co-digestion),Synthetic
2,7166,5116,3004,6.132632231807102,0.817,2034.38,18.53,1256,647,7.3,Estimated Synergy (Co-digestion),Synthetic
1,800,6383,3446,8.841852969269304,0.498,464.59,17.15,2415,1200,7.1,inarah.co.id/IRJET (Shrimp MFC),Synthetic
0,7054,7782,4286,6.919797229574627,1.552,993.13,22.97,1136,497,7.0,wasabisys/ResearchGate (Slaughterhouse MFC),Synthetic
1,5411,3165,1614,8.862775324545929,0.4,368.51,9.14,1518,725,7.2,inarah.co.id/IRJET (Shrimp MFC),Synthetic
1,4478,6456,4234,7.80630549038205,0.638,618.49,23.28,1794,1050,7.2,inarah.co.id/IRJET (Shrimp MFC),Synthetic
0,803,2868,1444,8.120618536630316,1.109,160.07,26.07,864,392,7.3,wasabisys/ResearchGate (Slaughterhouse MFC),Synthetic
0,6355,3923,2534,6.4940107875219155,1.117,462.0,17.39,414,191,7.2,wasabisys/ResearchGate (Slaughterhouse MFC),Synthetic
1,8623,2527,1704,7.089386131468908,0.903,456.72,11.55,982,611,7.3,inarah.co.id/IRJET (Shrimp MFC),Synthetic
0,5991,7823,4543,7.960906568153186,0.375,560.51,26.96,1116,512,7.1,wasabisys/ResearchGate (Slaughterhouse MFC),Synthetic
1,333,3617,1821,6.577119276787407,0.74,393.41,10.01,1250,575,7.1,inarah.co.id/IRJET (Shrimp MFC),Synthetic
0,5245,7767,5332,6.725558841194238,1.465,1092.04,32.21,1158,635,7.3,wasabisys/ResearchGate (Slaughterhouse MFC),Synthetic
0,9943,6177,3334,7.2762935827690365,1.407,1346.94,27.78,1103,495,7.2,wasabisys/ResearchGate (Slaughterhouse MFC),Synthetic
0,3655,6861,4788,7.220637187874013,0.404,540.09,27.28,788,406,7.3,wasabisys/ResearchGate (Slaughterhouse MFC),Synthetic
2,8690,6950,3923,7.636464444170886,0.762,2329.29,35.57,977,433,7.3,Estimated Synergy (Co-digestion),Synthetic
0,5917,7380,4411,8.669891115411744,1.253,698.29,24.39,2603,1423,7.3,wasabisys/ResearchGate (Slaughterhouse MFC),Synthetic
0,500,4156,2331,8.77663297758667,0.72,536.71,19.92,1159,580,7.1,wasabisys/ResearchGate (Slaughterhouse MFC),Synthetic
1,8599,6357,4235,7.095137080428341,0.435,954.53,9.6,2018,1217,7.1,inarah.co.id/IRJET (Shrimp MFC),Synthetic
0,826,7356,4361,8.452494769577001,0.909,750.0,27.51,1575,803,7.3,wasabisys/ResearchGate (Slaughterhouse MFC),Synthetic
2,5253,6134,3611,7.452639197279372,1.709,2778.39,27.4,1070,521,7.3,Estimated Synergy (Co-digestion),Synthetic
0,3258,4440,2574,8.957880906346048,0.409,434.09,15.97,1210,624,7.3,wasabisys/ResearchGate (Slaughterhouse MFC),Synthetic
2,3875,3112,1800,6.837954387189844,1.818,1076.44,24.11,318,130,7.3,Estimated Synergy (Co-digestion),Synthetic
2,4189,7058,3746,8.468344094598503,1.141,1225.62,23.68,1188,518,7.3,Estimated Synergy (Co-digestion),Synthetic
0,6751,2464,1529,7.167369028845091,1.156,459.05,17.93,359,176,7.1,wasabisys/ResearchGate (Slaughterhouse MFC),Synthetic
1,9488,5411,3227,8.820948459717794,0.476,598.69,18.2,2083,1145,7.2,inarah.co.id/IRJET (Shrimp MFC),Synthetic
0,5526,2160,1128,7.375814639017026,1.311,562.26,20.47,322,134,7.4,wasabisys/ResearchGate (Slaughterhouse MFC),Synthetic
1,7299,6281,4250,6.4811816250184355,0.521,612.27,9.28,2172,1342,7.3,inarah.co.id/IRJET (Shrimp MFC),Synthetic
2,5120,5181,3240,7.126946206479003,0.79,2031.81,36.75,324,105,7.0,Estimated Synergy (Co-digestion),Synthetic
2,4900,2721,1772,6.331737561205978,1.581,813.42,30.13,329,161,7.0,Estimated Synergy (Co-digestion),Synthetic
0,1157,6831,3722,7.0585323551205,1.294,922.89,29.65,992,429,7.2,wasabisys/ResearchGate (Slaughterhouse MFC),Synthetic
2,7279,5712,3200,7.838401716408392,0.608,1042.1,34.33,827,367,7.3,Estimated Synergy (Co-digestion),Synthetic
0,6487,2781,1813,7.573756737220573,0.661,341.58,23.03,568,316,7.1,wasabisys/ResearchGate (Slaughterhouse MFC),Synthetic
0,1782,6316,4256,7.296074398901225,1.475,546.45,14.52,907,484,7.0,wasabisys/ResearchGate (Slaughterhouse MFC),Synthetic
0,7325,2990,1760,6.261100695274663,0.727,664.4,16.37,502,243,7.4,wasabisys/ResearchGate (Slaughterhouse MFC),Synthetic
1,7793,7026,3666,6.752195478006163,0.833,1002.99,17.76,2147,1010,7.2,inarah.co.id/IRJET (Shrimp MFC),Synthetic
2,8800,4339,2625,7.585056367653708,1.852,1233.59,28.17,359,138,7.3,Estimated Synergy (Co-digestion),Synthetic
2,5460,2029,1101,7.96868397122642,1.03,825.61,35.25,263,109,7.2,Estimated Synergy (Co-digestion),Synthetic
2,5416,7362,3927,6.100179614597572,0.983,3011.77,21.37,1781,832,7.4,Estimated Synergy (Co-digestion),Synthetic
2,6329,3239,2221,6.921000548545002,1.117,1299.63,24.97,223,86,7.0,Estimated Synergy (Co-digestion),Synthetic
2,8202,7677,3948,8.281674346559768,1.107,1995.26,24.53,1170,483,7.4,Estimated Synergy (Co-digestion),Synthetic
2,5467,4890,3128,6.067476988906622,1.544,1666.52,30.36,830,437,7.0,Estimated Synergy (Co-digestion),Synthetic
1,7451,6286,4057,6.808685079757378,0.419,656.97,14.66,2816,1696,7.3,inarah.co.id/IRJET (Shrimp MFC),Synthetic
1,8630,4285,2571,8.85343869421624,0.7,461.0,8.99,1998,1122,7.2,inarah.co.id/IRJET (Shrimp MFC),Synthetic
0,7154,2827,1898,8.995834281112362,0.962,522.41,22.99,993,610,7.2,wasabisys/ResearchGate (Slaughterhouse MFC),Synthetic
0,7910,7901,4482,6.433427089783816,0.675,2070.36,14.62,1737,851,7.1,wasabisys/ResearchGate (Slaughterhouse MFC),Synthetic
0,7526,2865,1641,6.2409493438357355,1.486,271.56,27.13,658,328,7.3,wasabisys/ResearchGate (Slaughterhouse MFC),Synthetic
1,477,4219,2724,6.986535864626969,0.729,289.11,17.37,1087,620,7.4,inarah.co.id/IRJET (Shrimp MFC),Synthetic
0,9274,5942,3170,6.352415820818577,0.599,1724.66,23.93,1113,498,7.4,wasabisys/ResearchGate (Slaughterhouse MFC),Synthetic
1,1722,7518,4259,7.146344593528555,0.712,442.46,13.23,2853,1488,7.0,inarah.co.id/IRJET (Shrimp MFC),Synthetic
1,6062,6812,3954,6.227880860894751,0.676,554.68,12.34,3201,1739,7.3,inarah.co.id/IRJET (Shrimp MFC),Synthetic
2,6839,5251,3223,7.2314793436240254,0.866,2321.91,22.45,729,350,7.3,Estimated Synergy (Co-digestion),Synthetic
2,568,7905,4662,8.125737375194998,1.302,2011.14,30.31,1676,849,7.1,Estimated Synergy (Co-digestion),Synthetic
2,6052,2850,1991,6.114922400518984,0.715,1194.34,18.33,450,254,7.3,Estimated Synergy (Co-digestion),Synthetic
0,2904,3984,2456,8.807613875893374,1.25,337.0,12.92,992,538,7.2,wasabisys/ResearchGate (Slaughterhouse MFC),Synthetic
2,6606,3772,2541,7.918273920529713,1.116,1395.08,31.07,424,209,7.4,Estimated Synergy (Co-digestion),Synthetic
2,9139,2493,1321,6.05480394482903,1.557,528.36,17.86,629,293,7.2,Estimated Synergy (Co-digestion),Synthetic
2,2465,7000,4865,8.113216632487726,1.415,909.99,30.69,1087,609,7.3,Estimated Synergy (Co-digestion),Synthetic
1,6572,7996,5351,8.010604888021879,0.772,1012.52,15.68,2084,1234,7.0,inarah.co.id/IRJET (Shrimp MFC),Synthetic
1,3040,4192,2244,7.090883246313471,0.585,595.52,23.65,1691,838,7.3,inarah.co.id/IRJET (Shrimp MFC),Synthetic
0,6150,4419,3064,6.900576552916993,1.441,664.78,25.84,286,106,7.1,wasabisys/ResearchGate (Slaughterhouse MFC),Synthetic
0,6456,5742,3739,6.928659508207952,1.676,1173.95,23.52,380,135,7.3,wasabisys/ResearchGate (Slaughterhouse MFC),Synthetic
0,7058,4137,2268,6.730031650470369,1.574,410.54,29.7,606,264,7.4,wasabisys/ResearchGate (Slaughterhouse MFC),Synthetic
1,5898,5933,3085,7.766066923008048,0.823,455.48,12.17,2473,1193,7.2,inarah.co.id/IRJET (Shrimp MFC),Synthetic
1,6066,6728,4685,6.189100957499285,0.772,877.39,12.3,1983,1240,7.1,inarah.co.id/IRJET (Shrimp MFC),Synthetic
2,6621,3715,2276,6.360008248850664,1.204,949.5,32.08,535,260,7.4,Estimated Synergy (Co-digestion),Synthetic
0,549,2893,1723,7.753825078665475,1.616,367.58,27.82,453,218,7.3,wasabisys/ResearchGate (Slaughterhouse MFC),Synthetic
1,8439,6751,3912,6.99571885469249,0.714,1106.24,22.54,1685,859,7.2,inarah.co.id/IRJET (Shrimp MFC),Synthetic
0,3095,4216,2290,6.509170319243619,0.376,736.19,16.17,876,407,7.1,wasabisys/ResearchGate (Slaughterhouse MFC),Synthetic
1,1925,7594,4821,6.1669159779861085,0.393,624.39,12.55,3328,1968,7.0,inarah.co.id/IRJET (Shrimp MFC),Synthetic
2,1599,4788,3046,7.252368213281224,1.572,1621.18,35.37,426,180,7.2,Estimated Synergy (Co-digestion),Synthetic
1,6447,5036,3125,6.609461811569904,0.829,759.04,22.07,1372,758,7.4,inarah.co.id/IRJET (Shrimp MFC),Synthetic
2,4449,6965,3804,6.295312647002972,1.748,1452.99,33.19,1710,820,7.0,Estimated Synergy (Co-digestion),Synthetic
2,3445,6130,3976,8.446749420705865,1.317,1406.26,23.29,1172,641,7.2,Estimated Synergy (Co-digestion),Synthetic
0,9986,5273,3147,6.272514543184243,0.528,610.32,29.26,640,287,7.3,wasabisys/ResearchGate (Slaughterhouse MFC),Synthetic
2,3376,5085,3100,8.165559481599336,1.75,745.95,18.45,849,425,7.3,Estimated Synergy (Co-digestion),Synthetic
1,2536,7769,5366,7.53301429063376,0.926,1108.79,22.61,2527,1584,7.1,inarah.co.id/IRJET (Shrimp MFC),Synthetic
0,1723,3374,1971,7.856030127206595,0.912,260.3,25.53,490,227,7.1,wasabisys/ResearchGate (Slaughterhouse MFC),Synthetic
2,8686,3168,2129,7.342626706398823,1.85,1123.5,25.05,461,246,7.0,Estimated Synergy (Co-digestion),Synthetic
2,8043,3269,1890,7.7678152837112595,0.916,691.35,32.98,285,108,7.0,Estimated Synergy (Co-digestion),Synthetic
0,3186,2959,1898,7.217663257814176,0.432,679.49,33.78,371,181,7.0,wasabisys/ResearchGate (Slaughterhouse MFC),Synthetic
1,2999,2934,1866,8.159967693098173,0.412,187.31,10.93,710,395,7.2,inarah.co.id/IRJET (Shrimp MFC),Synthetic
2,1110,7290,4997,8.463426274491631,0.77,2244.25,21.28,1895,1149,7.1,Estimated Synergy (Co-digestion),Synthetic
0,2653,4445,2514,8.116302555283653,1.158,758.76,18.01,1033,509,7.3,wasabisys/ResearchGate (Slaughterhouse MFC),Synthetic
1,558,6721,4035,7.016038813371093,0.788,594.62,21.75,2074,1124,7.1,inarah.co.id/IRJET (Shrimp MFC),Synthetic
2,2689,4143,2244,6.590370400775399,1.385,1019.9,33.11,876,407,7.2,Estimated Synergy (Co-digestion),Synthetic
2,6727,5408,3767,8.425380868431445,0.698,1170.04,22.52,1098,652,7.3,Estimated Synergy (Co-digestion),Synthetic
0,7066,2941,1947,7.3112342482724255,0.551,537.32,32.72,276,124,7.2,wasabisys/ResearchGate (Slaughterhouse MFC),Synthetic
0,5334,6146,3112,8.022694349245596,0.839,935.54,24.19,919,372,7.0,wasabisys/ResearchGate (Slaughterhouse MFC),Synthetic
1,8918,4726,3268,7.212937293659277,0.875,466.45,17.56,1964,1260,7.3,inarah.co.id/IRJET (Shrimp MFC),Synthetic
1,9194,5344,2727,6.633114990625846,0.395,550.81,17.31,1810,842,7.2,inarah.co.id/IRJET (Shrimp MFC),Synthetic
1,2121,4821,3155,6.974036869013403,0.775,589.52,14.18,1735,1041,7.4,inarah.co.id/IRJET (Shrimp MFC),Synthetic
1,8514,2863,1664,6.785926692835552,0.882,448.77,13.23,746,383,7.3,inarah.co.id/IRJET (Shrimp MFC),Synthetic
0,5206,6436,4464,8.8624670083311,1.137,1257.21,22.36,1689,1038,7.1,wasabisys/ResearchGate (Slaughterhouse MFC),Synthetic
1,5339,3607,2382,8.3668526896237,0.75,332.19,14.99,1198,720,7.4,inarah.co.id/IRJET (Shrimp MFC),Synthetic
1,5025,3386,2362,8.010791060482775,0.626,406.26,13.19,1266,812,7.0,inarah.co.id/IRJET (Shrimp MFC),Synthetic
2,1102,5227,3249,6.307753680993063,1.593,1322.96,34.84,843,427,7.1,Estimated Synergy (Co-digestion),Synthetic
0,5350,6164,3274,8.87258168343254,1.141,1006.99,22.06,2027,978,7.4,wasabisys/ResearchGate (Slaughterhouse MFC),Synthetic
2,9290,2757,1707,6.88339229652348,0.595,520.34,26.73,449,226,7.2,Estimated Synergy (Co-digestion),Synthetic
0,230,3293,1798,7.0314674737762575,1.255,590.77,29.95,342,132,7.1,wasabisys/ResearchGate (Slaughterhouse MFC),Synthetic
1,6090,7438,3777,8.963947933260783,0.642,863.68,8.64,2871,1345,7.2,inarah.co.id/IRJET (Shrimp MFC),Synthetic
2,9703,2084,1413,7.649965247597859,1.112,388.64,32.35,218,105,7.2,Estimated Synergy (Co-digestion),Synthetic
0,7594,3208,1753,8.823777192532944,0.945,328.54,18.52,867,421,7.1,wasabisys/ResearchGate (Slaughterhouse MFC),Synthetic
0,8014,3671,2204,6.526874343986514,1.244,1038.69,30.52,372,157,7.4,wasabisys/ResearchGate (Slaughterhouse MFC),Synthetic
2,5187,3330,1819,7.850657349782448,1.206,1534.37,36.44,457,195,7.2,Estimated Synergy (Co-digestion),Synthetic
1,8413,6782,4310,7.649725161381484,0.581,651.03,16.68,2622,1537,7.1,inarah.co.id/IRJET (Shrimp MFC),Synthetic
0,2515,4951,2937,6.771016930422832,1.545,535.04,19.03,951,476,7.1,wasabisys/ResearchGate (Slaughterhouse MFC),Synthetic
0,8430,6923,4299,7.8574414081475705,1.019,1557.99,14.09,936,452,7.0,wasabisys/ResearchGate (Slaughterhouse MFC),Synthetic
0,1996,7246,4363,6.246880623053928,1.144,289.91,27.65,1226,607,7.1,wasabisys/ResearchGate (Slaughterhouse MFC),Synthetic
0,6224,2800,1733,6.943638292810073,1.177,488.57,31.25,84,17,7.2,wasabisys/ResearchGate (Slaughterhouse MFC),Synthetic
1,4570,7619,4993,7.114250735979697,0.402,730.8,18.24,3051,1850,7.4,inarah.co.id/IRJET (Shrimp MFC),Synthetic
1,1516,4964,3435,6.122661292472008,0.369,526.47,18.41,1863,1186,7.4,inarah.co.id/IRJET (Shrimp MFC),Synthetic
2,4069,7262,4689,7.937131034236912,1.798,1331.13,29.01,937,464,7.1,Estimated Synergy (Co-digestion),Synthetic
1,198,4288,2510,7.231012783007312,0.941,357.86,13.38,878,438,7.2,inarah.co.id/IRJET (Shrimp MFC),Synthetic
1,4054,5927,3207,6.9350497705378835,0.538,501.53,15.83,1259,585,7.4,inarah.co.id/IRJET (Shrimp MFC),Synthetic
0,5992,3332,1677,8.460460976056943,1.334,673.9,18.39,926,416,7.0,wasabisys/ResearchGate (Slaughterhouse MFC),Synthetic
2,2221,3028,2063,8.681963021271741,1.591,972.65,16.43,709,421,7.0,Estimated Synergy (Co-digestion),Synthetic
1,4835,5414,3694,6.583888941609674,0.669,785.58,20.58,1391,838,7.1,inarah.co.id/IRJET (Shrimp MFC),Synthetic
0,162,3783,2270,8.379689034819966,0.505,457.91,17.77,1086,583,7.3,wasabisys/ResearchGate (Slaughterhouse MFC),Synthetic
2,6357,4551,2867,6.3602721197146534,0.544,662.54,34.3,570,273,7.1,Estimated Synergy (Co-digestion),Synthetic
0,5261,2542,1378,8.433468784762518,1.217,172.23,19.93,581,274,7.1,wasabisys/ResearchGate (Slaughterhouse MFC),Synthetic
2,1835,3038,1608,8.434641019004198,1.005,894.95,33.06,548,242,7.4,Estimated Synergy (Co-digestion),Synthetic
0,7260,5545,2843,8.144062348304862,0.975,1296.8,18.22,1252,556,7.2,wasabisys/ResearchGate (Slaughterhouse MFC),Synthetic
1,4923,2560,1288,8.471955175355138,0.799,302.12,15.92,670,298,7.0,inarah.co.id/IRJET (Shrimp MFC),Synthetic
1,2858,7311,4182,7.80037181981849,0.472,755.32,12.95,1780,893,7.2,inarah.co.id/IRJET (Shrimp MFC),Synthetic
0,6558,2753,1674,6.569360332303729,0.626,491.13,27.16,612,322,7.0,wasabisys/ResearchGate (Slaughterhouse MFC),Synthetic
2,1249,2062,1196,6.535658577854749,0.552,685.36,31.45,272,121,7.2,Estimated Synergy (Co-digestion),Synthetic
